, where, what, value
325, GPU[4].SA[4].CU[3], inst_count, 0.000000000000
326, GPU[4].SA[5].CU[0], inst_count, 0.000000000000
327, GPU[4].SA[5].CU[1], inst_count, 0.000000000000
328, GPU[4].SA[5].CU[2], inst_count, 0.000000000000
329, GPU[4].SA[5].CU[3], inst_count, 0.000000000000
330, GPU[4].SA[6].CU[0], inst_count, 0.000000000000
331, GPU[4].SA[6].CU[1], inst_count, 0.000000000000
332, GPU[4].SA[6].CU[2], inst_count, 0.000000000000
333, GPU[4].SA[6].CU[3], inst_count, 0.000000000000
334, GPU[4].SA[7].CU[0], inst_count, 0.000000000000
335, GPU[4].SA[7].CU[1], inst_count, 0.000000000000
336, GPU[4].SA[7].CU[2], inst_count, 0.000000000000
337, GPU[4].SA[7].CU[3], inst_count, 0.000000000000
338, GPU[4].SA[8].CU[0], inst_count, 0.000000000000
339, GPU[4].SA[8].CU[1], inst_count, 0.000000000000
340, GPU[4].SA[8].CU[2], inst_count, 0.000000000000
341, GPU[4].SA[8].CU[3], inst_count, 0.000000000000
342, GPU[4].SA[9].CU[0], inst_count, 0.000000000000
343, GPU[4].SA[9].CU[1], inst_count, 0.000000000000
344, GPU[4].SA[9].CU[2], inst_count, 0.000000000000
345, GPU[4].SA[9].CU[3], inst_count, 0.000000000000
346, GPU[4].SA[10].CU[0], inst_count, 0.000000000000
347, GPU[4].SA[10].CU[1], inst_count, 0.000000000000
348, GPU[4].SA[10].CU[2], inst_count, 0.000000000000
349, GPU[4].SA[10].CU[3], inst_count, 0.000000000000
350, GPU[4].SA[11].CU[0], inst_count, 0.000000000000
351, GPU[4].SA[11].CU[1], inst_count, 0.000000000000
352, GPU[4].SA[11].CU[2], inst_count, 0.000000000000
353, GPU[4].SA[11].CU[3], inst_count, 0.000000000000
354, GPU[4].SA[12].CU[0], inst_count, 0.000000000000
355, GPU[4].SA[12].CU[1], inst_count, 0.000000000000
356, GPU[4].SA[12].CU[2], inst_count, 0.000000000000
357, GPU[4].SA[12].CU[3], inst_count, 0.000000000000
358, GPU[4].SA[13].CU[0], inst_count, 0.000000000000
359, GPU[4].SA[13].CU[1], inst_count, 0.000000000000
360, GPU[4].SA[13].CU[2], inst_count, 0.000000000000
361, GPU[4].SA[13].CU[3], inst_count, 0.000000000000
362, GPU[4].SA[14].CU[0], inst_count, 0.000000000000
363, GPU[4].SA[14].CU[1], inst_count, 0.000000000000
364, GPU[4].SA[14].CU[2], inst_count, 0.000000000000
365, GPU[4].SA[14].CU[3], inst_count, 0.000000000000
